fips,state,county,metro,region,metroname,regionname
47015,TN,Cannon,2,10,Lg fringe metro,Appalachia
47017,TN,Carroll,4,6,Nonmetro,East South Central
47019,TN,Carter,3,10,Md/Sm metro,Appalachia
47021,TN,Cheatham,2,6,Lg fringe metro,East South Central
47023,TN,Chester,3,6,Md/Sm metro,East South Central
47025,TN,Claiborne,4,10,Nonmetro,Appalachia
47027,TN,Clay,4,10,Nonmetro,Appalachia
47029,TN,Cocke,4,10,Nonmetro,Appalachia
47031,TN,Coffee,4,10,Nonmetro,Appalachia
47033,TN,Crockett,3,6,Md/Sm metro,East South Central
47035,TN,Cumberland,4,10,Nonmetro,Appalachia
47037,TN,Davidson,1,6,Lg central metro,East South Central
47039,TN,Decatur,4,6,Nonmetro,East South Central
47041,TN,DeKalb,4,10,Nonmetro,Appalachia
47043,TN,Dickson,2,6,Lg fringe metro,East South Central
47045,TN,Dyer,4,6,Nonmetro,East South Central
47047,TN,Fayette,2,6,Lg fringe metro,East South Central
47049,TN,Fentress,4,10,Nonmetro,Appalachia
47051,TN,Franklin,4,10,Nonmetro,Appalachia
47053,TN,Gibson,4,6,Nonmetro,East South Central
47055,TN,Giles,4,6,Nonmetro,East South Central
47057,TN,Grainger,3,10,Md/Sm metro,Appalachia
47059,TN,Greene,4,10,Nonmetro,Appalachia
47061,TN,Grundy,4,10,Nonmetro,Appalachia
47063,TN,Hamblen,3,10,Md/Sm metro,Appalachia
47065,TN,Hamilton,3,10,Md/Sm metro,Appalachia
47067,TN,Hancock,4,10,Nonmetro,Appalachia
47069,TN,Hardeman,4,6,Nonmetro,East South Central
47071,TN,Hardin,4,6,Nonmetro,East South Central
47073,TN,Hawkins,3,10,Md/Sm metro,Appalachia
47075,TN,Haywood,4,6,Nonmetro,East South Central
47077,TN,Henderson,4,6,Nonmetro,East South Central
47079,TN,Henry,4,6,Nonmetro,East South Central
47081,TN,Hickman,2,6,Lg fringe metro,East South Central
47083,TN,Houston,4,6,Nonmetro,East South Central
47085,TN,Humphreys,4,6,Nonmetro,East South Central
47087,TN,Jackson,4,10,Nonmetro,Appalachia
47089,TN,Jefferson,3,10,Md/Sm metro,Appalachia
47091,TN,Johnson,4,10,Nonmetro,Appalachia
47093,TN,Knox,3,10,Md/Sm metro,Appalachia
47095,TN,Lake,4,6,Nonmetro,East South Central
47097,TN,Lauderdale,4,6,Nonmetro,East South Central
47099,TN,Lawrence,4,10,Nonmetro,Appalachia
47101,TN,Lewis,4,10,Nonmetro,Appalachia
47103,TN,Lincoln,4,6,Nonmetro,East South Central
47105,TN,Loudon,3,10,Md/Sm metro,Appalachia
47107,TN,McMinn,4,10,Nonmetro,Appalachia
47109,TN,McNairy,4,6,Nonmetro,East South Central
47111,TN,Macon,2,10,Lg fringe metro,Appalachia
47113,TN,Madison,3,6,Md/Sm metro,East South Central
47115,TN,Marion,3,10,Md/Sm metro,Appalachia
47117,TN,Marshall,4,6,Nonmetro,East South Central
47119,TN,Maury,2,6,Lg fringe metro,East South Central
47121,TN,Meigs,4,10,Nonmetro,Appalachia
47123,TN,Monroe,4,10,Nonmetro,Appalachia
47125,TN,Montgomery,3,6,Md/Sm metro,East South Central
47127,TN,Moore,4,6,Nonmetro,East South Central
47129,TN,Morgan,3,10,Md/Sm metro,Appalachia
47131,TN,Obion,4,6,Nonmetro,East South Central
47133,TN,Overton,4,10,Nonmetro,Appalachia
47135,TN,Perry,4,6,Nonmetro,East South Central
47137,TN,Pickett,4,10,Nonmetro,Appalachia
47139,TN,Polk,3,10,Md/Sm metro,Appalachia
47141,TN,Putnam,4,10,Nonmetro,Appalachia
47143,TN,Rhea,4,10,Nonmetro,Appalachia
47145,TN,Roane,3,10,Md/Sm metro,Appalachia
47147,TN,Robertson,2,6,Lg fringe metro,East South Central
47149,TN,Rutherford,2,6,Lg fringe metro,East South Central
47151,TN,Scott,4,10,Nonmetro,Appalachia
47153,TN,Sequatchie,3,10,Md/Sm metro,Appalachia
47155,TN,Sevier,4,10,Nonmetro,Appalachia
47157,TN,Shelby,1,6,Lg central metro,East South Central
47159,TN,Smith,2,10,Lg fringe metro,Appalachia
47161,TN,Stewart,4,6,Nonmetro,East South Central
47163,TN,Sullivan,3,10,Md/Sm metro,Appalachia
47165,TN,Sumner,2,6,Lg fringe metro,East South Central
47167,TN,Tipton,2,6,Lg fringe metro,East South Central
47169,TN,Trousdale,2,6,Lg fringe metro,East South Central
47171,TN,Unicoi,3,10,Md/Sm metro,Appalachia
47173,TN,Union,3,10,Md/Sm metro,Appalachia
47175,TN,Van Buren,4,10,Nonmetro,Appalachia
47177,TN,Warren,4,10,Nonmetro,Appalachia
47179,TN,Washington,3,10,Md/Sm metro,Appalachia
47181,TN,Wayne,4,6,Nonmetro,East South Central
47183,TN,Weakley,4,6,Nonmetro,East South Central
47185,TN,White,4,10,Nonmetro,Appalachia
47187,TN,Williamson,2,6,Lg fringe metro,East South Central
47189,TN,Wilson,2,6,Lg fringe metro,East South Central
48001,TX,Anderson,4,7,Nonmetro,West South Central
48003,TX,Andrews,4,7,Nonmetro,West South Central
48005,TX,Angelina,4,7,Nonmetro,West South Central
48007,TX,Aransas,3,7,Md/Sm metro,West South Central
48009,TX,Archer,3,7,Md/Sm metro,West South Central
48011,TX,Armstrong,3,7,Md/Sm metro,West South Central
48013,TX,Atascosa,2,7,Lg fringe metro,West South Central
48015,TX,Austin,2,7,Lg fringe metro,West South Central
48017,TX,Bailey,4,7,Nonmetro,West South Central
48019,TX,Bandera,2,7,Lg fringe metro,West South Central
48021,TX,Bastrop,2,7,Lg fringe metro,West South Central
48023,TX,Baylor,4,7,Nonmetro,West South Central
48025,TX,Bee,4,7,Nonmetro,West South Central
48027,TX,Bell,3,7,Md/Sm metro,West South Central
48029,TX,Bexar,1,7,Lg central metro,West South Central
48031,TX,Blanco,4,7,Nonmetro,West South Central
48033,TX,Borden,4,7,Nonmetro,West South Central
48035,TX,Bosque,4,7,Nonmetro,West South Central
48037,TX,Bowie,3,7,Md/Sm metro,West South Central
48039,TX,Brazoria,2,7,Lg fringe metro,West South Central
48041,TX,Brazos,3,7,Md/Sm metro,West South Central
48043,TX,Brewster,4,7,Nonmetro,West South Central
48045,TX,Briscoe,4,7,Nonmetro,West South Central
48047,TX,Brooks,4,7,Nonmetro,West South Central
48049,TX,Brown,4,7,Nonmetro,West South Central
48051,TX,Burleson,3,7,Md/Sm metro,West South Central
48053,TX,Burnet,4,7,Nonmetro,West South Central
48055,TX,Caldwell,2,7,Lg fringe metro,West South Central
48057,TX,Calhoun,4,7,Nonmetro,West South Central
48059,TX,Callahan,3,7,Md/Sm metro,West South Central
48061,TX,Cameron,3,7,Md/Sm metro,West South Central
48063,TX,Camp,4,7,Nonmetro,West South Central
48065,TX,Carson,3,7,Md/Sm metro,West South Central
48067,TX,Cass,4,7,Nonmetro,West South Central
48069,TX,Castro,4,7,Nonmetro,West South Central
48071,TX,Chambers,2,7,Lg fringe metro,West South Central
48073,TX,Cherokee,4,7,Nonmetro,West South Central
48075,TX,Childress,4,7,Nonmetro,West South Central
48077,TX,Clay,3,7,Md/Sm metro,West South Central
48079,TX,Cochran,4,7,Nonmetro,West South Central
48081,TX,Coke,4,7,Nonmetro,West South Central
48083,TX,Coleman,4,7,Nonmetro,West South Central
48085,TX,Collin,1,7,Lg central metro,West South Central
48087,TX,Collingsworth,4,7,Nonmetro,West South Central
48089,TX,Colorado,4,7,Nonmetro,West South Central
48091,TX,Comal,2,7,Lg fringe metro,West South Central
48093,TX,Comanche,4,7,Nonmetro,West South Central
48095,TX,Concho,4,7,Nonmetro,West South Central
48097,TX,Cooke,4,7,Nonmetro,West South Central
48099,TX,Coryell,3,7,Md/Sm metro,West South Central
48101,TX,Cottle,4,7,Nonmetro,West South Central
48103,TX,Crane,4,7,Nonmetro,West South Central
48105,TX,Crockett,4,7,Nonmetro,West South Central
48107,TX,Crosby,3,7,Md/Sm metro,West South Central
48109,TX,Culberson,4,7,Nonmetro,West South Central
48111,TX,Dallam,4,7,Nonmetro,West South Central
48113,TX,Dallas,1,7,Lg central metro,West South Central
48115,TX,Dawson,4,7,Nonmetro,West South Central
48117,TX,Deaf Smith,4,7,Nonmetro,West South Central
48119,TX,Delta,4,7,Nonmetro,West South Central
48121,TX,Denton,2,7,Lg fringe metro,West South Central
48123,TX,DeWitt,4,7,Nonmetro,West South Central
48125,TX,Dickens,4,7,Nonmetro,West South Central
48127,TX,Dimmit,4,7,Nonmetro,West South Central
48129,TX,Donley,4,7,Nonmetro,West South Central
48131,TX,Duval,4,7,Nonmetro,West South Central
48133,TX,Eastland,4,7,Nonmetro,West South Central
48135,TX,Ector,3,7,Md/Sm metro,West South Central
48137,TX,Edwards,4,7,Nonmetro,West South Central
48139,TX,Ellis,2,7,Lg fringe metro,West South Central
48141,TX,El Paso,3,7,Md/Sm metro,West South Central
48143,TX,Erath,4,7,Nonmetro,West South Central
48145,TX,Falls,3,7,Md/Sm metro,West South Central
48147,TX,Fannin,4,7,Nonmetro,West South Central
48149,TX,Fayette,4,7,Nonmetro,West South Central
48151,TX,Fisher,4,7,Nonmetro,West South Central
48153,TX,Floyd,4,7,Nonmetro,West South Central
48155,TX,Foard,4,7,Nonmetro,West South Central
48157,TX,Fort Bend,2,7,Lg fringe metro,West South Central
48159,TX,Franklin,4,7,Nonmetro,West South Central
48161,TX,Freestone,4,7,Nonmetro,West South Central
48163,TX,Frio,4,7,Nonmetro,West South Central
48165,TX,Gaines,4,7,Nonmetro,West South Central
48167,TX,Galveston,2,7,Lg fringe metro,West South Central
48169,TX,Garza,4,7,Nonmetro,West South Central
48171,TX,Gillespie,4,7,Nonmetro,West South Central
48173,TX,Glasscock,4,7,Nonmetro,West South Central
48175,TX,Goliad,3,7,Md/Sm metro,West South Central
48177,TX,Gonzales,4,7,Nonmetro,West South Central
48179,TX,Gray,4,7,Nonmetro,West South Central
48181,TX,Grayson,3,7,Md/Sm metro,West South Central
48183,TX,Gregg,3,7,Md/Sm metro,West South Central
48185,TX,Grimes,4,7,Nonmetro,West South Central
48187,TX,Guadalupe,2,7,Lg fringe metro,West South Central
48189,TX,Hale,4,7,Nonmetro,West South Central
48191,TX,Hall,4,7,Nonmetro,West South Central
48193,TX,Hamilton,4,7,Nonmetro,West South Central
48195,TX,Hansford,4,7,Nonmetro,West South Central
48197,TX,Hardeman,4,7,Nonmetro,West South Central
48199,TX,Hardin,3,7,Md/Sm metro,West South Central
48201,TX,Harris,1,7,Lg central metro,West South Central
48203,TX,Harrison,4,7,Nonmetro,West South Central
48205,TX,Hartley,4,7,Nonmetro,West South Central
48207,TX,Haskell,4,7,Nonmetro,West South Central
48209,TX,Hays,2,7,Lg fringe metro,West South Central
48211,TX,Hemphill,4,7,Nonmetro,West South Central
48213,TX,Henderson,4,7,Nonmetro,West South Central
48215,TX,Hidalgo,3,7,Md/Sm metro,West South Central
48217,TX,Hill,4,7,Nonmetro,West South Central
48219,TX,Hockley,4,7,Nonmetro,West South Central
48221,TX,Hood,2,7,Lg fringe metro,West South Central
48223,TX,Hopkins,4,7,Nonmetro,West South Central
48225,TX,Houston,4,7,Nonmetro,West South Central
48227,TX,Howard,4,7,Nonmetro,West South Central
48229,TX,Hudspeth,3,7,Md/Sm metro,West South Central
48231,TX,Hunt,2,7,Lg fringe metro,West South Central
48233,TX,Hutchinson,4,7,Nonmetro,West South Central
48235,TX,Irion,3,7,Md/Sm metro,West South Central
48237,TX,Jack,4,7,Nonmetro,West South Central
48239,TX,Jackson,4,7,Nonmetro,West South Central
48241,TX,Jasper,4,7,Nonmetro,West South Central
48243,TX,Jeff Davis,4,7,Nonmetro,West South Central
48245,TX,Jefferson,3,7,Md/Sm metro,West South Central
48247,TX,Jim Hogg,4,7,Nonmetro,West South Central
48249,TX,Jim Wells,4,7,Nonmetro,West South Central
48251,TX,Johnson,2,7,Lg fringe metro,West South Central
48253,TX,Jones,3,7,Md/Sm metro,West South Central
48255,TX,Karnes,4,7,Nonmetro,West South Central
48257,TX,Kaufman,2,7,Lg fringe metro,West South Central
48259,TX,Kendall,2,7,Lg fringe metro,West South Central
48261,TX,Kenedy,4,7,Nonmetro,West South Central
48263,TX,Kent,4,7,Nonmetro,West South Central
48265,TX,Kerr,4,7,Nonmetro,West South Central
48267,TX,Kimble,4,7,Nonmetro,West South Central
48269,TX,King,4,7,Nonmetro,West South Central
48271,TX,Kinney,4,7,Nonmetro,West South Central
48273,TX,Kleberg,4,7,Nonmetro,West South Central
48275,TX,Knox,4,7,Nonmetro,West South Central
48277,TX,Lamar,4,7,Nonmetro,West South Central
48279,TX,Lamb,4,7,Nonmetro,West South Central
48281,TX,Lampasas,3,7,Md/Sm metro,West South Central
48283,TX,La Salle,4,7,Nonmetro,West South Central
48285,TX,Lavaca,4,7,Nonmetro,West South Central
48287,TX,Lee,4,7,Nonmetro,West South Central
48289,TX,Leon,4,7,Nonmetro,West South Central
48291,TX,Liberty,2,7,Lg fringe metro,West South Central
48293,TX,Limestone,4,7,Nonmetro,West South Central
48295,TX,Lipscomb,4,7,Nonmetro,West South Central
48297,TX,Live Oak,4,7,Nonmetro,West South Central
48299,TX,Llano,4,7,Nonmetro,West South Central
48301,TX,Loving,4,7,Nonmetro,West South Central
48303,TX,Lubbock,3,7,Md/Sm metro,West South Central
48305,TX,Lynn,3,7,Md/Sm metro,West South Central
48307,TX,McCulloch,4,7,Nonmetro,West South Central
48309,TX,McLennan,3,7,Md/Sm metro,West South Central
48311,TX,McMullen,4,7,Nonmetro,West South Central
48313,TX,Madison,4,7,Nonmetro,West South Central
48315,TX,Marion,4,7,Nonmetro,West South Central
48317,TX,Martin,3,7,Md/Sm metro,West South Central
48319,TX,Mason,4,7,Nonmetro,West South Central
48321,TX,Matagorda,4,7,Nonmetro,West South Central
48323,TX,Maverick,4,7,Nonmetro,West South Central
48325,TX,Medina,2,7,Lg fringe metro,West South Central
48327,TX,Menard,4,7,Nonmetro,West South Central
48329,TX,Midland,3,7,Md/Sm metro,West South Central
48331,TX,Milam,4,7,Nonmetro,West South Central
48333,TX,Mills,4,7,Nonmetro,West South Central
48335,TX,Mitchell,4,7,Nonmetro,West South Central
48337,TX,Montague,4,7,Nonmetro,West South Central
48339,TX,Montgomery,2,7,Lg fringe metro,West South Central
48341,TX,Moore,4,7,Nonmetro,West South Central
48343,TX,Morris,4,7,Nonmetro,West South Central
48345,TX,Motley,4,7,Nonmetro,West South Central
48347,TX,Nacogdoches,4,7,Nonmetro,West South Central
48349,TX,Navarro,4,7,Nonmetro,West South Central
48351,TX,Newton,3,7,Md/Sm metro,West South Central
48353,TX,Nolan,4,7,Nonmetro,West South Central
48355,TX,Nueces,3,7,Md/Sm metro,West South Central
48357,TX,Ochiltree,4,7,Nonmetro,West South Central
48359,TX,Oldham,3,7,Md/Sm metro,West South Central
48361,TX,Orange,3,7,Md/Sm metro,West South Central
48363,TX,Palo Pinto,4,7,Nonmetro,West South Central
48365,TX,Panola,4,7,Nonmetro,West South Central
48367,TX,Parker,2,7,Lg fringe metro,West South Central
48369,TX,Parmer,4,7,Nonmetro,West South Central
48371,TX,Pecos,4,7,Nonmetro,West South Central
48373,TX,Polk,4,7,Nonmetro,West South Central
48375,TX,Potter,3,7,Md/Sm metro,West South Central
48377,TX,Presidio,4,7,Nonmetro,West South Central
48379,TX,Rains,4,7,Nonmetro,West South Central
48381,TX,Randall,3,7,Md/Sm metro,West South Central
48383,TX,Reagan,4,7,Nonmetro,West South Central
48385,TX,Real,4,7,Nonmetro,West South Central
48387,TX,Red River,4,7,Nonmetro,West South Central
48389,TX,Reeves,4,7,Nonmetro,West South Central
48391,TX,Refugio,4,7,Nonmetro,West South Central
48393,TX,Roberts,4,7,Nonmetro,West South Central
48395,TX,Robertson,3,7,Md/Sm metro,West South Central
48397,TX,Rockwall,2,7,Lg fringe metro,West South Central
48399,TX,Runnels,4,7,Nonmetro,West South Central
48401,TX,Rusk,3,7,Md/Sm metro,West South Central
48403,TX,Sabine,4,7,Nonmetro,West South Central
48405,TX,San Augustine,4,7,Nonmetro,West South Central
48407,TX,San Jacinto,4,7,Nonmetro,West South Central
48409,TX,San Patricio,3,7,Md/Sm metro,West South Central
48411,TX,San Saba,4,7,Nonmetro,West South Central
48413,TX,Schleicher,4,7,Nonmetro,West South Central
48415,TX,Scurry,4,7,Nonmetro,West South Central
48417,TX,Shackelford,4,7,Nonmetro,West South Central
48419,TX,Shelby,4,7,Nonmetro,West South Central
48421,TX,Sherman,4,7,Nonmetro,West South Central
48423,TX,Smith,3,7,Md/Sm metro,West South Central
48425,TX,Somervell,2,7,Lg fringe metro,West South Central
48427,TX,Starr,4,7,Nonmetro,West South Central
48429,TX,Stephens,4,7,Nonmetro,West South Central
48431,TX,Sterling,4,7,Nonmetro,West South Central
48433,TX,Stonewall,4,7,Nonmetro,West South Central
48435,TX,Sutton,4,7,Nonmetro,West South Central
48437,TX,Swisher,4,7,Nonmetro,West South Central
48439,TX,Tarrant,1,7,Lg central metro,West South Central
48441,TX,Taylor,3,7,Md/Sm metro,West South Central
48443,TX,Terrell,4,7,Nonmetro,West South Central
48445,TX,Terry,4,7,Nonmetro,West South Central
48447,TX,Throckmorton,4,7,Nonmetro,West South Central
48449,TX,Titus,4,7,Nonmetro,West South Central
48451,TX,Tom Green,3,7,Md/Sm metro,West South Central
48453,TX,Travis,1,7,Lg central metro,West South Central
48455,TX,Trinity,4,7,Nonmetro,West South Central
48457,TX,Tyler,4,7,Nonmetro,West South Central
48459,TX,Upshur,3,7,Md/Sm metro,West South Central
48461,TX,Upton,4,7,Nonmetro,West South Central
48463,TX,Uvalde,4,7,Nonmetro,West South Central
48465,TX,Val Verde,4,7,Nonmetro,West South Central
48467,TX,Van Zandt,4,7,Nonmetro,West South Central
48469,TX,Victoria,3,7,Md/Sm metro,West South Central
48471,TX,Walker,4,7,Nonmetro,West South Central
48473,TX,Waller,2,7,Lg fringe metro,West South Central
48475,TX,Ward,4,7,Nonmetro,West South Central
48477,TX,Washington,4,7,Nonmetro,West South Central
48479,TX,Webb,3,7,Md/Sm metro,West South Central
48481,TX,Wharton,4,7,Nonmetro,West South Central
48483,TX,Wheeler,4,7,Nonmetro,West South Central
48485,TX,Wichita,3,7,Md/Sm metro,West South Central
48487,TX,Wilbarger,4,7,Nonmetro,West South Central
48489,TX,Willacy,4,7,Nonmetro,West South Central
48491,TX,Williamson,2,7,Lg fringe metro,West South Central
48493,TX,Wilson,2,7,Lg fringe metro,West South Central
48495,TX,Winkler,4,7,Nonmetro,West South Central
48497,TX,Wise,2,7,Lg fringe metro,West South Central
48499,TX,Wood,4,7,Nonmetro,West South Central
48501,TX,Yoakum,4,7,Nonmetro,West South Central
48503,TX,Young,4,7,Nonmetro,West South Central
48505,TX,Zapata,4,7,Nonmetro,West South Central
48507,TX,Zavala,4,7,Nonmetro,West South Central
49001,UT,Beaver,4,8,Nonmetro,Mountain
49003,UT,Box Elder,3,8,Md/Sm metro,Mountain
49005,UT,Cache,3,8,Md/Sm metro,Mountain
49007,UT,Carbon,4,8,Nonmetro,Mountain
49009,UT,Daggett,4,8,Nonmetro,Mountain
49011,UT,Davis,3,8,Md/Sm metro,Mountain
49013,UT,Duchesne,4,8,Nonmetro,Mountain
49015,UT,Emery,4,8,Nonmetro,Mountain
49017,UT,Garfield,4,8,Nonmetro,Mountain
49019,UT,Grand,4,8,Nonmetro,Mountain
49021,UT,Iron,4,8,Nonmetro,Mountain
49023,UT,Juab,3,8,Md/Sm metro,Mountain
49025,UT,Kane,4,8,Nonmetro,Mountain
49027,UT,Millard,4,8,Nonmetro,Mountain
49029,UT,Morgan,3,8,Md/Sm metro,Mountain
49031,UT,Piute,4,8,Nonmetro,Mountain
49033,UT,Rich,4,8,Nonmetro,Mountain
49035,UT,Salt Lake,1,8,Lg central metro,Mountain
49037,UT,San Juan,4,8,Nonmetro,Mountain
49039,UT,Sanpete,4,8,Nonmetro,Mountain
49041,UT,Sevier,4,8,Nonmetro,Mountain
49043,UT,Summit,4,8,Nonmetro,Mountain
49045,UT,Tooele,2,8,Lg fringe metro,Mountain
49047,UT,Uintah,4,8,Nonmetro,Mountain
49049,UT,Utah,3,8,Md/Sm metro,Mountain
49051,UT,Wasatch,4,8,Nonmetro,Mountain
49053,UT,Washington,3,8,Md/Sm metro,Mountain
49055,UT,Wayne,4,8,Nonmetro,Mountain
49057,UT,Weber,3,8,Md/Sm metro,Mountain
50001,VT,Addison,4,1,Nonmetro,New England
50003,VT,Bennington,4,1,Nonmetro,New England
50005,VT,Caledonia,4,1,Nonmetro,New England
50007,VT,Chittenden,3,1,Md/Sm metro,New England
50009,VT,Essex,4,1,Nonmetro,New England
50011,VT,Franklin,3,1,Md/Sm metro,New England
50013,VT,Grand Isle,3,1,Md/Sm metro,New England
50015,VT,Lamoille,4,1,Nonmetro,New England
50017,VT,Orange,4,1,Nonmetro,New England
50019,VT,Orleans,4,1,Nonmetro,New England
50021,VT,Rutland,4,1,Nonmetro,New England
50023,VT,Washington,4,1,Nonmetro,New England
50025,VT,Windham,4,1,Nonmetro,New England
50027,VT,Windsor,4,1,Nonmetro,New England
51001,VA,Accomack,4,5,Nonmetro,South Atlantic
51003,VA,Albemarle,3,5,Md/Sm metro,South Atlantic
51005,VA,Alleghany,4,10,Nonmetro,Appalachia
51007,VA,Amelia,2,5,Lg fringe metro,South Atlantic
51009,VA,Amherst,3,5,Md/Sm metro,South Atlantic
51011,VA,Appomattox,3,5,Md/Sm metro,South Atlantic
51013,VA,Arlington,1,5,Lg central metro,South Atlantic
51015,VA,Augusta,3,5,Md/Sm metro,South Atlantic
51017,VA,Bath,4,10,Nonmetro,Appalachia
51019,VA,Bedford,3,5,Md/Sm metro,South Atlantic
51021,VA,Bland,4,10,Nonmetro,Appalachia
51023,VA,Botetourt,3,10,Md/Sm metro,Appalachia
51025,VA,Brunswick,4,5,Nonmetro,South Atlantic
51027,VA,Buchanan,4,10,Nonmetro,Appalachia
51029,VA,Buckingham,3,5,Md/Sm metro,South Atlantic
51031,VA,Campbell,3,5,Md/Sm metro,South Atlantic
51033,VA,Caroline,2,5,Lg fringe metro,South Atlantic
51035,VA,Carroll,4,10,Nonmetro,Appalachia
51036,VA,Charles City,2,5,Lg fringe metro,South Atlantic
51037,VA,Charlotte,4,5,Nonmetro,South Atlantic
51041,VA,Chesterfield,2,5,Lg fringe metro,South Atlantic
51043,VA,Clarke,2,5,Lg fringe metro,South Atlantic
51045,VA,Craig,3,10,Md/Sm metro,Appalachia
51047,VA,Culpeper,2,5,Lg fringe metro,South Atlantic
51049,VA,Cumberland,4,5,Nonmetro,South Atlantic
51051,VA,Dickenson,4,10,Nonmetro,Appalachia
51053,VA,Dinwiddie,2,5,Lg fringe metro,South Atlantic
51057,VA,Essex,4,5,Nonmetro,South Atlantic
51059,VA,Fairfax,2,5,Lg fringe metro,South Atlantic
51061,VA,Fauquier,2,5,Lg fringe metro,South Atlantic
51063,VA,Floyd,3,10,Md/Sm metro,Appalachia
51065,VA,Fluvanna,3,5,Md/Sm metro,South Atlantic
51067,VA,Franklin,3,5,Md/Sm metro,South Atlantic
51069,VA,Frederick,3,5,Md/Sm metro,South Atlantic
51071,VA,Giles,3,10,Md/Sm metro,Appalachia
51073,VA,Gloucester,2,5,Lg fringe metro,South Atlantic
51075,VA,Goochland,2,5,Lg fringe metro,South Atlantic
51077,VA,Grayson,4,10,Nonmetro,Appalachia
51079,VA,Greene,3,5,Md/Sm metro,South Atlantic
51081,VA,Greensville,4,5,Nonmetro,South Atlantic
51083,VA,Halifax,4,5,Nonmetro,South Atlantic
51085,VA,Hanover,2,5,Lg fringe metro,South Atlantic
51087,VA,Henrico,2,5,Lg fringe metro,South Atlantic
51089,VA,Henry,4,10,Nonmetro,Appalachia
51091,VA,Highland,4,10,Nonmetro,Appalachia
51093,VA,Isle of Wight,2,5,Lg fringe metro,South Atlantic
51095,VA,James City,2,5,Lg fringe metro,South Atlantic
51097,VA,King and Queen,4,5,Nonmetro,South Atlantic
51099,VA,King George,4,5,Nonmetro,South Atlantic
51101,VA,King William,2,5,Lg fringe metro,South Atlantic
51103,VA,Lancaster,4,5,Nonmetro,South Atlantic
51105,VA,Lee,4,10,Nonmetro,Appalachia
51107,VA,Loudoun,2,5,Lg fringe metro,South Atlantic
51109,VA,Louisa,4,5,Nonmetro,South Atlantic
51111,VA,Lunenburg,4,5,Nonmetro,South Atlantic
51113,VA,Madison,4,5,Nonmetro,South Atlantic
51115,VA,Mathews,2,5,Lg fringe metro,South Atlantic
51117,VA,Mecklenburg,4,5,Nonmetro,South Atlantic
51119,VA,Middlesex,4,5,Nonmetro,South Atlantic
51121,VA,Montgomery,3,10,Md/Sm metro,Appalachia
51125,VA,Nelson,3,5,Md/Sm metro,South Atlantic
51127,VA,New Kent,2,5,Lg fringe metro,South Atlantic
51131,VA,Northampton,4,5,Nonmetro,South Atlantic
51133,VA,Northumberland,4,5,Nonmetro,South Atlantic
51135,VA,Nottoway,4,5,Nonmetro,South Atlantic
51137,VA,Orange,4,5,Nonmetro,South Atlantic
51139,VA,Page,4,5,Nonmetro,South Atlantic
51141,VA,Patrick,4,10,Nonmetro,Appalachia
51143,VA,Pittsylvania,4,5,Nonmetro,South Atlantic
51145,VA,Powhatan,2,5,Lg fringe metro,South Atlantic
51147,VA,Prince Edward,4,5,Nonmetro,South Atlantic
51149,VA,Prince George,2,5,Lg fringe metro,South Atlantic
51153,VA,Prince William,2,5,Lg fringe metro,South Atlantic
51155,VA,Pulaski,3,10,Md/Sm metro,Appalachia
51157,VA,Rappahannock,2,5,Lg fringe metro,South Atlantic
51159,VA,Richmond,4,5,Nonmetro,South Atlantic
51161,VA,Roanoke,3,5,Md/Sm metro,South Atlantic
51163,VA,Rockbridge,4,10,Nonmetro,Appalachia
51165,VA,Rockingham,3,5,Md/Sm metro,South Atlantic
51167,VA,Russell,4,10,Nonmetro,Appalachia
51169,VA,Scott,3,10,Md/Sm metro,Appalachia
51171,VA,Shenandoah,4,5,Nonmetro,South Atlantic
51173,VA,Smyth,4,10,Nonmetro,Appalachia
51175,VA,Southampton,4,5,Nonmetro,South Atlantic
51177,VA,Spotsylvania,2,5,Lg fringe metro,South Atlantic
51179,VA,Stafford,2,5,Lg fringe metro,South Atlantic
51181,VA,Surry,4,5,Nonmetro,South Atlantic
51183,VA,Sussex,2,5,Lg fringe metro,South Atlantic
51185,VA,Tazewell,4,10,Nonmetro,Appalachia
51187,VA,Warren,2,5,Lg fringe metro,South Atlantic
51191,VA,Washington,3,10,Md/Sm metro,Appalachia
51193,VA,Westmoreland,4,5,Nonmetro,South Atlantic
51195,VA,Wise,4,10,Nonmetro,Appalachia
51197,VA,Wythe,4,10,Nonmetro,Appalachia
51199,VA,York,2,5,Lg fringe metro,South Atlantic
51510,VA,Alexandria city,1,5,Lg central metro,South Atlantic
51520,VA,Bristol city,3,5,Md/Sm metro,South Atlantic
51530,VA,Buena Vista city,4,5,Nonmetro,South Atlantic
51540,VA,Charlottesville city,3,5,Md/Sm metro,South Atlantic
51550,VA,Chesapeake city,2,5,Lg fringe metro,South Atlantic
51570,VA,Colonial Heights city,2,5,Lg fringe metro,South Atlantic
51580,VA,Covington city,4,5,Nonmetro,South Atlantic
51590,VA,Danville city,4,5,Nonmetro,South Atlantic
51595,VA,Emporia city,4,5,Nonmetro,South Atlantic
51600,VA,Fairfax city,2,5,Lg fringe metro,South Atlantic
51610,VA,Falls Church city,2,5,Lg fringe metro,South Atlantic
51620,VA,Franklin city,4,5,Nonmetro,South Atlantic
51630,VA,Fredericksburg city,2,5,Lg fringe metro,South Atlantic
51640,VA,Galax city,4,5,Nonmetro,South Atlantic
51650,VA,Hampton city,2,5,Lg fringe metro,South Atlantic
