"Notes"	"Residence County"	"Residence County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Barbour County, AL"	"01005"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	13	Not Applicable	Not Applicable
	"Bibb County, AL"	"01007"	"2020"	"2020"	"Aug., 2020"	"2020/08"	16	Not Applicable	Not Applicable
	"Bibb County, AL"	"01007"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	11	Not Applicable	Not Applicable
	"Blount County, AL"	"01009"	"2020"	"2020"	"Aug., 2020"	"2020/08"	17	Not Applicable	Not Applicable
	"Blount County, AL"	"01009"	"2020"	"2020"	"Nov., 2020"	"2020/11"	11	Not Applicable	Not Applicable
	"Blount County, AL"	"01009"	"2020"	"2020"	"Dec., 2020"	"2020/12"	44	Not Applicable	Not Applicable
	"Blount County, AL"	"01009"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	29	Not Applicable	Not Applicable
	"Blount County, AL"	"01009"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	10	Not Applicable	Not Applicable
	"Blount County, AL"	"01009"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	14	Not Applicable	Not Applicable
	"Blount County, AL"	"01009"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	19	Not Applicable	Not Applicable
	"Blount County, AL"	"01009"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	10	Not Applicable	Not Applicable
	"Blount County, AL"	"01009"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	13	Not Applicable	Not Applicable
	"Blount County, AL"	"01009"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	14	Not Applicable	Not Applicable
	"Butler County, AL"	"01013"	"2020"	"2020"	"May, 2020"	"2020/05"	23	Not Applicable	Not Applicable
	"Butler County, AL"	"01013"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	13	Not Applicable	Not Applicable
	"Butler County, AL"	"01013"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	10	Not Applicable	Not Applicable
	"Calhoun County, AL"	"01015"	"2020"	"2020"	"Aug., 2020"	"2020/08"	45	Not Applicable	Not Applicable
	"Calhoun County, AL"	"01015"	"2020"	"2020"	"Sep., 2020"	"2020/09"	20	Not Applicable	Not Applicable
	"Calhoun County, AL"	"01015"	"2020"	"2020"	"Oct., 2020"	"2020/10"	19	Not Applicable	Not Applicable
	"Calhoun County, AL"	"01015"	"2020"	"2020"	"Nov., 2020"	"2020/11"	23	Not Applicable	Not Applicable
	"Calhoun County, AL"	"01015"	"2020"	"2020"	"Dec., 2020"	"2020/12"	53	Not Applicable	Not Applicable
	"Calhoun County, AL"	"01015"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	57	Not Applicable	Not Applicable
	"Calhoun County, AL"	"01015"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	25	Not Applicable	Not Applicable
	"Calhoun County, AL"	"01015"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	50	Not Applicable	Not Applicable
	"Calhoun County, AL"	"01015"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	81	Not Applicable	Not Applicable
	"Calhoun County, AL"	"01015"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	38	Not Applicable	Not Applicable
	"Calhoun County, AL"	"01015"	"2021 (provisional)"	"2021"	"Nov., 2021 (provisional)"	"2021/11"	10	Not Applicable	Not Applicable
	"Calhoun County, AL"	"01015"	"2021 (provisional)"	"2021"	"Dec., 2021 (provisional)"	"2021/12"	10	Not Applicable	Not Applicable
	"Calhoun County, AL"	"01015"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	31	Not Applicable	Not Applicable
	"Calhoun County, AL"	"01015"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	31	Not Applicable	Not Applicable
	"Chambers County, AL"	"01017"	"2020"	"2020"	"Apr., 2020"	"2020/04"	23	Not Applicable	Not Applicable
	"Chambers County, AL"	"01017"	"2020"	"2020"	"May, 2020"	"2020/05"	13	Not Applicable	Not Applicable
	"Chambers County, AL"	"01017"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	27	Not Applicable	Not Applicable
	"Chambers County, AL"	"01017"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	18	Not Applicable	Not Applicable
	"Chambers County, AL"	"01017"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	13	Not Applicable	Not Applicable
	"Cherokee County, AL"	"01019"	"2020"	"2020"	"Dec., 2020"	"2020/12"	12	Not Applicable	Not Applicable
	"Cherokee County, AL"	"01019"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	15	Not Applicable	Not Applicable
	"Cherokee County, AL"	"01019"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	17	Not Applicable	Not Applicable
	"Cherokee County, AL"	"01019"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	10	Not Applicable	Not Applicable
	"Cherokee County, AL"	"01019"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	14	Not Applicable	Not Applicable
	"Cherokee County, AL"	"01019"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	11	Not Applicable	Not Applicable
	"Chilton County, AL"	"01021"	"2020"	"2020"	"Sep., 2020"	"2020/09"	20	Not Applicable	Not Applicable
	"Chilton County, AL"	"01021"	"2020"	"2020"	"Oct., 2020"	"2020/10"	14	Not Applicable	Not Applicable
	"Chilton County, AL"	"01021"	"2020"	"2020"	"Dec., 2020"	"2020/12"	13	Not Applicable	Not Applicable
	"Chilton County, AL"	"01021"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	22	Not Applicable	Not Applicable
	"Chilton County, AL"	"01021"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	11	Not Applicable	Not Applicable
	"Chilton County, AL"	"01021"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	16	Not Applicable	Not Applicable
	"Chilton County, AL"	"01021"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	24	Not Applicable	Not Applicable
	"Chilton County, AL"	"01021"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	10	Not Applicable	Not Applicable
	"Chilton County, AL"	"01021"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	11	Not Applicable	Not Applicable
	"Chilton County, AL"	"01021"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	18	Not Applicable	Not Applicable
	"Choctaw County, AL"	"01023"	"2020"	"2020"	"May, 2020"	"2020/05"	10	Not Applicable	Not Applicable
	"Clarke County, AL"	"01025"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	13	Not Applicable	Not Applicable
	"Clarke County, AL"	"01025"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	10	Not Applicable	Not Applicable
	"Clarke County, AL"	"01025"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	18	Not Applicable	Not Applicable
	"Clay County, AL"	"01027"	"2020"	"2020"	"Aug., 2020"	"2020/08"	11	Not Applicable	Not Applicable
	"Clay County, AL"	"01027"	"2020"	"2020"	"Sep., 2020"	"2020/09"	12	Not Applicable	Not Applicable
	"Cleburne County, AL"	"01029"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	11	Not Applicable	Not Applicable
	"Cleburne County, AL"	"01029"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	14	Not Applicable	Not Applicable
	"Coffee County, AL"	"01031"	"2020"	"2020"	"Aug., 2020"	"2020/08"	12	Not Applicable	Not Applicable
	"Coffee County, AL"	"01031"	"2020"	"2020"	"Oct., 2020"	"2020/10"	14	Not Applicable	Not Applicable
	"Coffee County, AL"	"01031"	"2020"	"2020"	"Dec., 2020"	"2020/12"	22	Not Applicable	Not Applicable
	"Coffee County, AL"	"01031"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	28	Not Applicable	Not Applicable
	"Coffee County, AL"	"01031"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	15	Not Applicable	Not Applicable
	"Coffee County, AL"	"01031"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	26	Not Applicable	Not Applicable
	"Coffee County, AL"	"01031"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	27	Not Applicable	Not Applicable
	"Coffee County, AL"	"01031"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	18	Not Applicable	Not Applicable
	"Coffee County, AL"	"01031"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	12	Not Applicable	Not Applicable
	"Colbert County, AL"	"01033"	"2020"	"2020"	"Nov., 2020"	"2020/11"	15	Not Applicable	Not Applicable
	"Colbert County, AL"	"01033"	"2020"	"2020"	"Dec., 2020"	"2020/12"	32	Not Applicable	Not Applicable
	"Colbert County, AL"	"01033"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	27	Not Applicable	Not Applicable
	"Colbert County, AL"	"01033"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	11	Not Applicable	Not Applicable
	"Colbert County, AL"	"01033"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	27	Not Applicable	Not Applicable
	"Colbert County, AL"	"01033"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	22	Not Applicable	Not Applicable
	"Colbert County, AL"	"01033"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	16	Not Applicable	Not Applicable
	"Colbert County, AL"	"01033"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	17	Not Applicable	Not Applicable
	"Conecuh County, AL"	"01035"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	12	Not Applicable	Not Applicable
	"Coosa County, AL"	"01037"	"2020"	"2020"	"Dec., 2020"	"2020/12"	10	Not Applicable	Not Applicable
	"Covington County, AL"	"01039"	"2020"	"2020"	"Jun., 2020"	"2020/06"	19	Not Applicable	Not Applicable
	"Covington County, AL"	"01039"	"2020"	"2020"	"Jul., 2020"	"2020/07"	17	Not Applicable	Not Applicable
	"Covington County, AL"	"01039"	"2020"	"2020"	"Aug., 2020"	"2020/08"	20	Not Applicable	Not Applicable
	"Covington County, AL"	"01039"	"2020"	"2020"	"Dec., 2020"	"2020/12"	15	Not Applicable	Not Applicable
	"Covington County, AL"	"01039"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	19	Not Applicable	Not Applicable
	"Covington County, AL"	"01039"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	33	Not Applicable	Not Applicable
	"Covington County, AL"	"01039"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	20	Not Applicable	Not Applicable
	"Covington County, AL"	"01039"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	13	Not Applicable	Not Applicable
	"Covington County, AL"	"01039"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	10	Not Applicable	Not Applicable
	"Covington County, AL"	"01039"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	12	Not Applicable	Not Applicable
	"Crenshaw County, AL"	"01041"	"2020"	"2020"	"Aug., 2020"	"2020/08"	15	Not Applicable	Not Applicable
	"Crenshaw County, AL"	"01041"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	12	Not Applicable	Not Applicable
	"Cullman County, AL"	"01043"	"2020"	"2020"	"Nov., 2020"	"2020/11"	32	Not Applicable	Not Applicable
	"Cullman County, AL"	"01043"	"2020"	"2020"	"Dec., 2020"	"2020/12"	56	Not Applicable	Not Applicable
	"Cullman County, AL"	"01043"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	45	Not Applicable	Not Applicable
	"Cullman County, AL"	"01043"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	17	Not Applicable	Not Applicable
	"Cullman County, AL"	"01043"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	26	Not Applicable	Not Applicable
	"Cullman County, AL"	"01043"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	56	Not Applicable	Not Applicable
	"Cullman County, AL"	"01043"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	10	Not Applicable	Not Applicable
	"Cullman County, AL"	"01043"	"2021 (provisional)"	"2021"	"Nov., 2021 (provisional)"	"2021/11"	10	Not Applicable	Not Applicable
	"Cullman County, AL"	"01043"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	21	Not Applicable	Not Applicable
	"Cullman County, AL"	"01043"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	20	Not Applicable	Not Applicable
	"Dale County, AL"	"01045"	"2020"	"2020"	"Jul., 2020"	"2020/07"	30	Not Applicable	Not Applicable
	"Dale County, AL"	"01045"	"2020"	"2020"	"Aug., 2020"	"2020/08"	25	Not Applicable	Not Applicable
	"Dale County, AL"	"01045"	"2020"	"2020"	"Dec., 2020"	"2020/12"	12	Not Applicable	Not Applicable
	"Dale County, AL"	"01045"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	14	Not Applicable	Not Applicable
	"Dale County, AL"	"01045"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	30	Not Applicable	Not Applicable
	"Dale County, AL"	"01045"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	21	Not Applicable	Not Applicable
	"Dale County, AL"	"01045"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	14	Not Applicable	Not Applicable
	"Dale County, AL"	"01045"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	13	Not Applicable	Not Applicable
	"Dallas County, AL"	"01047"	"2020"	"2020"	"Jul., 2020"	"2020/07"	21	Not Applicable	Not Applicable
	"Dallas County, AL"	"01047"	"2020"	"2020"	"Aug., 2020"	"2020/08"	12	Not Applicable	Not Applicable
	"Dallas County, AL"	"01047"	"2020"	"2020"	"Nov., 2020"	"2020/11"	14	Not Applicable	Not Applicable
	"Dallas County, AL"	"01047"	"2020"	"2020"	"Dec., 2020"	"2020/12"	24	Not Applicable	Not Applicable
	"Dallas County, AL"	"01047"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	20	Not Applicable	Not Applicable
	"Dallas County, AL"	"01047"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	12	Not Applicable	Not Applicable
	"Dallas County, AL"	"01047"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	17	Not Applicable	Not Applicable
	"Dallas County, AL"	"01047"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	20	Not Applicable	Not Applicable
	"DeKalb County, AL"	"01049"	"2020"	"2020"	"Jul., 2020"	"2020/07"	11	Not Applicable	Not Applicable
	"DeKalb County, AL"	"01049"	"2020"	"2020"	"Aug., 2020"	"2020/08"	13	Not Applicable	Not Applicable
	"DeKalb County, AL"	"01049"	"2020"	"2020"	"Oct., 2020"	"2020/10"	16	Not Applicable	Not Applicable
	"DeKalb County, AL"	"01049"	"2020"	"2020"	"Nov., 2020"	"2020/11"	29	Not Applicable	Not Applicable
	"DeKalb County, AL"	"01049"	"2020"	"2020"	"Dec., 2020"	"2020/12"	34	Not Applicable	Not Applicable
	"DeKalb County, AL"	"01049"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	53	Not Applicable	Not Applicable
	"DeKalb County, AL"	"01049"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	13	Not Applicable	Not Applicable
	"DeKalb County, AL"	"01049"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	27	Not Applicable	Not Applicable
	"DeKalb County, AL"	"01049"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	38	Not Applicable	Not Applicable
	"DeKalb County, AL"	"01049"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	13	Not Applicable	Not Applicable
	"DeKalb County, AL"	"01049"	"2021 (provisional)"	"2021"	"Dec., 2021 (provisional)"	"2021/12"	11	Not Applicable	Not Applicable
	"DeKalb County, AL"	"01049"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	15	Not Applicable	Not Applicable
	"DeKalb County, AL"	"01049"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	22	Not Applicable	Not Applicable
	"Elmore County, AL"	"01051"	"2020"	"2020"	"Jul., 2020"	"2020/07"	19	Not Applicable	Not Applicable
	"Elmore County, AL"	"01051"	"2020"	"2020"	"Aug., 2020"	"2020/08"	13	Not Applicable	Not Applicable
	"Elmore County, AL"	"01051"	"2020"	"2020"	"Dec., 2020"	"2020/12"	22	Not Applicable	Not Applicable
	"Elmore County, AL"	"01051"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	45	Not Applicable	Not Applicable
	"Elmore County, AL"	"01051"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	18	Not Applicable	Not Applicable
	"Elmore County, AL"	"01051"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	24	Not Applicable	Not Applicable
	"Elmore County, AL"	"01051"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	34	Not Applicable	Not Applicable
	"Elmore County, AL"	"01051"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	10	Not Applicable	Not Applicable
	"Elmore County, AL"	"01051"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	19	Not Applicable	Not Applicable
	"Elmore County, AL"	"01051"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	18	Not Applicable	Not Applicable
	"Escambia County, AL"	"01053"	"2020"	"2020"	"Jul., 2020"	"2020/07"	17	Not Applicable	Not Applicable
	"Escambia County, AL"	"01053"	"2020"	"2020"	"Aug., 2020"	"2020/08"	12	Not Applicable	Not Applicable
	"Escambia County, AL"	"01053"	"2020"	"2020"	"Dec., 2020"	"2020/12"	14	Not Applicable	Not Applicable
	"Escambia County, AL"	"01053"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	25	Not Applicable	Not Applicable
	"Escambia County, AL"	"01053"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	11	Not Applicable	Not Applicable
	"Escambia County, AL"	"01053"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	36	Not Applicable	Not Applicable
	"Escambia County, AL"	"01053"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	19	Not Applicable	Not Applicable
	"Etowah County, AL"	"01055"	"2020"	"2020"	"Jul., 2020"	"2020/07"	39	Not Applicable	Not Applicable
	"Etowah County, AL"	"01055"	"2020"	"2020"	"Aug., 2020"	"2020/08"	39	Not Applicable	Not Applicable
	"Etowah County, AL"	"01055"	"2020"	"2020"	"Sep., 2020"	"2020/09"	20	Not Applicable	Not Applicable
	"Etowah County, AL"	"01055"	"2020"	"2020"	"Oct., 2020"	"2020/10"	15	Not Applicable	Not Applicable
	"Etowah County, AL"	"01055"	"2020"	"2020"	"Nov., 2020"	"2020/11"	24	Not Applicable	Not Applicable
	"Etowah County, AL"	"01055"	"2020"	"2020"	"Dec., 2020"	"2020/12"	70	Not Applicable	Not Applicable
	"Etowah County, AL"	"01055"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	73	Not Applicable	Not Applicable
	"Etowah County, AL"	"01055"	"2021 (provisional)"	"2021"	"Feb., 2021 (provisional)"	"2021/02"	30	Not Applicable	Not Applicable
	"Etowah County, AL"	"01055"	"2021 (provisional)"	"2021"	"Mar., 2021 (provisional)"	"2021/03"	12	Not Applicable	Not Applicable
	"Etowah County, AL"	"01055"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	54	Not Applicable	Not Applicable
	"Etowah County, AL"	"01055"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	62	Not Applicable	Not Applicable
	"Etowah County, AL"	"01055"	"2021 (provisional)"	"2021"	"Oct., 2021 (provisional)"	"2021/10"	23	Not Applicable	Not Applicable
	"Etowah County, AL"	"01055"	"2022 (provisional and partial)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	35	Not Applicable	Not Applicable
	"Etowah County, AL"	"01055"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	54	Not Applicable	Not Applicable
	"Fayette County, AL"	"01057"	"2020"	"2020"	"Dec., 2020"	"2020/12"	17	Not Applicable	Not Applicable
	"Fayette County, AL"	"01057"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	28	Not Applicable	Not Applicable
	"Franklin County, AL"	"01059"	"2020"	"2020"	"Aug., 2020"	"2020/08"	13	Not Applicable	Not Applicable
	"Franklin County, AL"	"01059"	"2020"	"2020"	"Dec., 2020"	"2020/12"	12	Not Applicable	Not Applicable
	"Franklin County, AL"	"01059"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	19	Not Applicable	Not Applicable
	"Franklin County, AL"	"01059"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	14	Not Applicable	Not Applicable
	"Franklin County, AL"	"01059"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	14	Not Applicable	Not Applicable
	"Geneva County, AL"	"01061"	"2020"	"2020"	"Oct., 2020"	"2020/10"	13	Not Applicable	Not Applicable
	"Geneva County, AL"	"01061"	"2020"	"2020"	"Nov., 2020"	"2020/11"	17	Not Applicable	Not Applicable
	"Geneva County, AL"	"01061"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	12	Not Applicable	Not Applicable
	"Geneva County, AL"	"01061"	"2021 (provisional)"	"2021"	"Aug., 2021 (provisional)"	"2021/08"	27	Not Applicable	Not Applicable
	"Geneva County, AL"	"01061"	"2021 (provisional)"	"2021"	"Sep., 2021 (provisional)"	"2021/09"	15	Not Applicable	Not Applicable
	"Geneva County, AL"	"01061"	"2022 (provisional and partial)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	11	Not Applicable	Not Applicable
	"Greene County, AL"	"01063"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	10	Not Applicable	Not Applicable
	"Hale County, AL"	"01065"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	19	Not Applicable	Not Applicable
	"Henry County, AL"	"01067"	"2021 (provisional)"	"2021"	"Jan., 2021 (provisional)"	"2021/01"	12	Not Applicable	Not Applicable
	"Houston County, AL"	"01069"	"2020"	"2020"	"Jul., 2020"	"2020/07"	35	Not Applicable	Not Applicable
	"Houston County, AL"	"01069"	"2020"	"2020"	"Aug., 2020"	"2020/08"	29	Not Applicable	Not Applicable
	"Houston County, AL"	"01069"	"2020"	"2020"	"Sep., 2020"	"2020/09"	26	Not Applicable	Not Applicable
	"Houston County, AL"	"01069"	"2020"	"2020"	"Oct., 2020"	"2020/10"	20	Not Applicable	Not Applicable
	"Houston County, AL"	"01069"	"2020"	"2020"	"Nov., 2020"	"2020/11"	13	Not Applicable	Not Applicable
