"Notes"	"Residence County"	"Residence County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Crenshaw County, AL"	"01041"	"2020"	"2020"	29	Not Applicable	Not Applicable
	"Crenshaw County, AL"	"01041"	"2021"	"2021"	30	Not Applicable	Not Applicable
	"Crenshaw County, AL"	"01041"	"2022 (provisional)"	"2022"	21	Not Applicable	Not Applicable
	"Cullman County, AL"	"01043"	"2020"	"2020"	121	Not Applicable	Not Applicable
	"Cullman County, AL"	"01043"	"2021"	"2021"	187	Not Applicable	Not Applicable
	"Cullman County, AL"	"01043"	"2022 (provisional)"	"2022"	61	Not Applicable	Not Applicable
	"Dale County, AL"	"01045"	"2020"	"2020"	86	Not Applicable	Not Applicable
	"Dale County, AL"	"01045"	"2021"	"2021"	96	Not Applicable	Not Applicable
	"Dale County, AL"	"01045"	"2022 (provisional)"	"2022"	40	Not Applicable	Not Applicable
	"Dallas County, AL"	"01047"	"2020"	"2020"	100	Not Applicable	Not Applicable
	"Dallas County, AL"	"01047"	"2021"	"2021"	100	Not Applicable	Not Applicable
	"Dallas County, AL"	"01047"	"2022 (provisional)"	"2022"	28	Not Applicable	Not Applicable
	"DeKalb County, AL"	"01049"	"2020"	"2020"	123	Not Applicable	Not Applicable
	"DeKalb County, AL"	"01049"	"2021"	"2021"	172	Not Applicable	Not Applicable
	"DeKalb County, AL"	"01049"	"2022 (provisional)"	"2022"	51	Not Applicable	Not Applicable
	"Elmore County, AL"	"01051"	"2020"	"2020"	93	Not Applicable	Not Applicable
	"Elmore County, AL"	"01051"	"2021"	"2021"	157	Not Applicable	Not Applicable
	"Elmore County, AL"	"01051"	"2022 (provisional)"	"2022"	56	Not Applicable	Not Applicable
	"Escambia County, AL"	"01053"	"2020"	"2020"	58	Not Applicable	Not Applicable
	"Escambia County, AL"	"01053"	"2021"	"2021"	108	Not Applicable	Not Applicable
	"Escambia County, AL"	"01053"	"2022 (provisional)"	"2022"	23	Not Applicable	Not Applicable
	"Etowah County, AL"	"01055"	"2020"	"2020"	222	Not Applicable	Not Applicable
	"Etowah County, AL"	"01055"	"2021"	"2021"	287	Not Applicable	Not Applicable
	"Etowah County, AL"	"01055"	"2022 (provisional)"	"2022"	118	Not Applicable	Not Applicable
	"Fayette County, AL"	"01057"	"2020"	"2020"	41	Not Applicable	Not Applicable
	"Fayette County, AL"	"01057"	"2021"	"2021"	51	Not Applicable	Not Applicable
	"Fayette County, AL"	"01057"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Franklin County, AL"	"01059"	"2020"	"2020"	49	Not Applicable	Not Applicable
	"Franklin County, AL"	"01059"	"2021"	"2021"	57	Not Applicable	Not Applicable
	"Franklin County, AL"	"01059"	"2022 (provisional)"	"2022"	27	Not Applicable	Not Applicable
	"Geneva County, AL"	"01061"	"2020"	"2020"	54	Not Applicable	Not Applicable
	"Geneva County, AL"	"01061"	"2021"	"2021"	81	Not Applicable	Not Applicable
	"Geneva County, AL"	"01061"	"2022 (provisional)"	"2022"	23	Not Applicable	Not Applicable
	"Greene County, AL"	"01063"	"2020"	"2020"	21	Not Applicable	Not Applicable
	"Greene County, AL"	"01063"	"2021"	"2021"	23	Not Applicable	Not Applicable
	"Greene County, AL"	"01063"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Hale County, AL"	"01065"	"2020"	"2020"	37	Not Applicable	Not Applicable
	"Hale County, AL"	"01065"	"2021"	"2021"	40	Not Applicable	Not Applicable
	"Hale County, AL"	"01065"	"2022 (provisional)"	"2022"	14	Not Applicable	Not Applicable
	"Henry County, AL"	"01067"	"2020"	"2020"	24	Not Applicable	Not Applicable
	"Henry County, AL"	"01067"	"2021"	"2021"	37	Not Applicable	Not Applicable
	"Henry County, AL"	"01067"	"2022 (provisional)"	"2022"	11	Not Applicable	Not Applicable
	"Houston County, AL"	"01069"	"2020"	"2020"	171	Not Applicable	Not Applicable
	"Houston County, AL"	"01069"	"2021"	"2021"	244	Not Applicable	Not Applicable
	"Houston County, AL"	"01069"	"2022 (provisional)"	"2022"	64	Not Applicable	Not Applicable
	"Jackson County, AL"	"01071"	"2020"	"2020"	69	Not Applicable	Not Applicable
	"Jackson County, AL"	"01071"	"2021"	"2021"	159	Not Applicable	Not Applicable
	"Jackson County, AL"	"01071"	"2022 (provisional)"	"2022"	45	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2020"	"2020"	747	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2021"	"2021"	1037	Not Applicable	Not Applicable
	"Jefferson County, AL"	"01073"	"2022 (provisional)"	"2022"	298	Not Applicable	Not Applicable
	"Lamar County, AL"	"01075"	"2020"	"2020"	45	Not Applicable	Not Applicable
	"Lamar County, AL"	"01075"	"2021"	"2021"	34	Not Applicable	Not Applicable
	"Lamar County, AL"	"01075"	"2022 (provisional)"	"2022"	14	Not Applicable	Not Applicable
	"Lauderdale County, AL"	"01077"	"2020"	"2020"	130	Not Applicable	Not Applicable
	"Lauderdale County, AL"	"01077"	"2021"	"2021"	174	Not Applicable	Not Applicable
	"Lauderdale County, AL"	"01077"	"2022 (provisional)"	"2022"	81	Not Applicable	Not Applicable
	"Lawrence County, AL"	"01079"	"2020"	"2020"	59	Not Applicable	Not Applicable
	"Lawrence County, AL"	"01079"	"2021"	"2021"	96	Not Applicable	Not Applicable
	"Lawrence County, AL"	"01079"	"2022 (provisional)"	"2022"	26	Not Applicable	Not Applicable
	"Lee County, AL"	"01081"	"2020"	"2020"	130	Not Applicable	Not Applicable
	"Lee County, AL"	"01081"	"2021"	"2021"	190	Not Applicable	Not Applicable
	"Lee County, AL"	"01081"	"2022 (provisional)"	"2022"	73	Not Applicable	Not Applicable
	"Limestone County, AL"	"01083"	"2020"	"2020"	91	Not Applicable	Not Applicable
	"Limestone County, AL"	"01083"	"2021"	"2021"	122	Not Applicable	Not Applicable
	"Limestone County, AL"	"01083"	"2022 (provisional)"	"2022"	64	Not Applicable	Not Applicable
	"Lowndes County, AL"	"01085"	"2020"	"2020"	39	Not Applicable	Not Applicable
	"Lowndes County, AL"	"01085"	"2021"	"2021"	33	Not Applicable	Not Applicable
	"Lowndes County, AL"	"01085"	"2022 (provisional)"	"2022"	11	Not Applicable	Not Applicable
	"Macon County, AL"	"01087"	"2020"	"2020"	38	Not Applicable	Not Applicable
	"Macon County, AL"	"01087"	"2021"	"2021"	30	Not Applicable	Not Applicable
	"Macon County, AL"	"01087"	"2022 (provisional)"	"2022"	17	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2020"	"2020"	217	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2021"	"2021"	468	Not Applicable	Not Applicable
	"Madison County, AL"	"01089"	"2022 (provisional)"	"2022"	164	Not Applicable	Not Applicable
	"Marengo County, AL"	"01091"	"2020"	"2020"	35	Not Applicable	Not Applicable
	"Marengo County, AL"	"01091"	"2021"	"2021"	60	Not Applicable	Not Applicable
	"Marengo County, AL"	"01091"	"2022 (provisional)"	"2022"	16	Not Applicable	Not Applicable
	"Marion County, AL"	"01093"	"2020"	"2020"	61	Not Applicable	Not Applicable
	"Marion County, AL"	"01093"	"2021"	"2021"	72	Not Applicable	Not Applicable
	"Marion County, AL"	"01093"	"2022 (provisional)"	"2022"	20	Not Applicable	Not Applicable
	"Marshall County, AL"	"01095"	"2020"	"2020"	147	Not Applicable	Not Applicable
	"Marshall County, AL"	"01095"	"2021"	"2021"	152	Not Applicable	Not Applicable
	"Marshall County, AL"	"01095"	"2022 (provisional)"	"2022"	51	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2020"	"2020"	473	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2021"	"2021"	848	Not Applicable	Not Applicable
	"Mobile County, AL"	"01097"	"2022 (provisional)"	"2022"	241	Not Applicable	Not Applicable
	"Monroe County, AL"	"01099"	"2020"	"2020"	30	Not Applicable	Not Applicable
	"Monroe County, AL"	"01099"	"2021"	"2021"	52	Not Applicable	Not Applicable
	"Monroe County, AL"	"01099"	"2022 (provisional)"	"2022"	19	Not Applicable	Not Applicable
	"Montgomery County, AL"	"01101"	"2020"	"2020"	337	Not Applicable	Not Applicable
	"Montgomery County, AL"	"01101"	"2021"	"2021"	384	Not Applicable	Not Applicable
	"Montgomery County, AL"	"01101"	"2022 (provisional)"	"2022"	151	Not Applicable	Not Applicable
	"Morgan County, AL"	"01103"	"2020"	"2020"	169	Not Applicable	Not Applicable
	"Morgan County, AL"	"01103"	"2021"	"2021"	214	Not Applicable	Not Applicable
	"Morgan County, AL"	"01103"	"2022 (provisional)"	"2022"	77	Not Applicable	Not Applicable
	"Perry County, AL"	"01105"	"2020"	"2020"	23	Not Applicable	Not Applicable
	"Perry County, AL"	"01105"	"2021"	"2021"	21	Not Applicable	Not Applicable
	"Perry County, AL"	"01105"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Pickens County, AL"	"01107"	"2020"	"2020"	37	Not Applicable	Not Applicable
	"Pickens County, AL"	"01107"	"2021"	"2021"	48	Not Applicable	Not Applicable
	"Pickens County, AL"	"01107"	"2022 (provisional)"	"2022"	12	Not Applicable	Not Applicable
	"Pike County, AL"	"01109"	"2020"	"2020"	45	Not Applicable	Not Applicable
	"Pike County, AL"	"01109"	"2021"	"2021"	74	Not Applicable	Not Applicable
	"Pike County, AL"	"01109"	"2022 (provisional)"	"2022"	21	Not Applicable	Not Applicable
	"Randolph County, AL"	"01111"	"2020"	"2020"	54	Not Applicable	Not Applicable
	"Randolph County, AL"	"01111"	"2021"	"2021"	56	Not Applicable	Not Applicable
	"Randolph County, AL"	"01111"	"2022 (provisional)"	"2022"	19	Not Applicable	Not Applicable
	"Russell County, AL"	"01113"	"2020"	"2020"	70	Not Applicable	Not Applicable
	"Russell County, AL"	"01113"	"2021"	"2021"	124	Not Applicable	Not Applicable
	"Russell County, AL"	"01113"	"2022 (provisional)"	"2022"	56	Not Applicable	Not Applicable
	"St. Clair County, AL"	"01115"	"2020"	"2020"	136	Not Applicable	Not Applicable
	"St. Clair County, AL"	"01115"	"2021"	"2021"	220	Not Applicable	Not Applicable
	"St. Clair County, AL"	"01115"	"2022 (provisional)"	"2022"	62	Not Applicable	Not Applicable
	"Shelby County, AL"	"01117"	"2020"	"2020"	148	Not Applicable	Not Applicable
	"Shelby County, AL"	"01117"	"2021"	"2021"	225	Not Applicable	Not Applicable
	"Shelby County, AL"	"01117"	"2022 (provisional)"	"2022"	73	Not Applicable	Not Applicable
	"Sumter County, AL"	"01119"	"2020"	"2020"	27	Not Applicable	Not Applicable
	"Sumter County, AL"	"01119"	"2021"	"2021"	14	Not Applicable	Not Applicable
	"Sumter County, AL"	"01119"	"2022 (provisional)"	"2022"	15	Not Applicable	Not Applicable
	"Talladega County, AL"	"01121"	"2020"	"2020"	130	Not Applicable	Not Applicable
	"Talladega County, AL"	"01121"	"2021"	"2021"	203	Not Applicable	Not Applicable
	"Talladega County, AL"	"01121"	"2022 (provisional)"	"2022"	62	Not Applicable	Not Applicable
	"Tallapoosa County, AL"	"01123"	"2020"	"2020"	79	Not Applicable	Not Applicable
	"Tallapoosa County, AL"	"01123"	"2021"	"2021"	100	Not Applicable	Not Applicable
	"Tallapoosa County, AL"	"01123"	"2022 (provisional)"	"2022"	32	Not Applicable	Not Applicable
	"Tuscaloosa County, AL"	"01125"	"2020"	"2020"	252	Not Applicable	Not Applicable
	"Tuscaloosa County, AL"	"01125"	"2021"	"2021"	362	Not Applicable	Not Applicable
	"Tuscaloosa County, AL"	"01125"	"2022 (provisional)"	"2022"	136	Not Applicable	Not Applicable
	"Walker County, AL"	"01127"	"2020"	"2020"	165	Not Applicable	Not Applicable
	"Walker County, AL"	"01127"	"2021"	"2021"	203	Not Applicable	Not Applicable
	"Walker County, AL"	"01127"	"2022 (provisional)"	"2022"	62	Not Applicable	Not Applicable
	"Washington County, AL"	"01129"	"2020"	"2020"	24	Not Applicable	Not Applicable
	"Washington County, AL"	"01129"	"2021"	"2021"	32	Not Applicable	Not Applicable
	"Washington County, AL"	"01129"	"2022 (provisional)"	"2022"	13	Not Applicable	Not Applicable
	"Wilcox County, AL"	"01131"	"2020"	"2020"	22	Not Applicable	Not Applicable
	"Wilcox County, AL"	"01131"	"2021"	"2021"	25	Not Applicable	Not Applicable
	"Wilcox County, AL"	"01131"	"2022 (provisional)"	"2022"	10	Not Applicable	Not Applicable
	"Winston County, AL"	"01133"	"2020"	"2020"	37	Not Applicable	Not Applicable
	"Winston County, AL"	"01133"	"2021"	"2021"	71	Not Applicable	Not Applicable
	"Winston County, AL"	"01133"	"2022 (provisional)"	"2022"	21	Not Applicable	Not Applicable
	"Aleutians East Borough, AK"	"02013"	"2020"	"2020"	0	Not Applicable	Not Applicable
	"Aleutians East Borough, AK"	"02013"	"2021"	"2021"	0	Not Applicable	Not Applicable
	"Aleutians East Borough, AK"	"02013"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Aleutians West Census Area, AK"	"02016"	"2020"	"2020"	0	Not Applicable	Not Applicable
	"Aleutians West Census Area, AK"	"02016"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Aleutians West Census Area, AK"	"02016"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2020"	"2020"	117	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2021"	"2021"	284	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"2022 (provisional)"	"2022"	89	Not Applicable	Not Applicable
	"Bethel Census Area, AK"	"02050"	"2020"	"2020"	15	Not Applicable	Not Applicable
	"Bethel Census Area, AK"	"02050"	"2021"	"2021"	22	Not Applicable	Not Applicable
	"Bethel Census Area, AK"	"02050"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Bristol Bay Borough, AK"	"02060"	"2020"	"2020"	0	Not Applicable	Not Applicable
	"Bristol Bay Borough, AK"	"02060"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Bristol Bay Borough, AK"	"02060"	"2022 (provisional)"	"2022"	0	Not Applicable	Not Applicable
	"Denali Borough, AK"	"02068"	"2020"	"2020"	0	Not Applicable	Not Applicable
	"Denali Borough, AK"	"02068"	"2021"	"2021"	0	Not Applicable	Not Applicable
	"Denali Borough, AK"	"02068"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Dillingham Census Area, AK"	"02070"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Dillingham Census Area, AK"	"02070"	"2021"	"2021"	12	Not Applicable	Not Applicable
	"Dillingham Census Area, AK"	"02070"	"2022 (provisional)"	"2022"	0	Not Applicable	Not Applicable
	"Fairbanks North Star Borough, AK"	"02090"	"2020"	"2020"	19	Not Applicable	Not Applicable
	"Fairbanks North Star Borough, AK"	"02090"	"2021"	"2021"	91	Not Applicable	Not Applicable
	"Fairbanks North Star Borough, AK"	"02090"	"2022 (provisional)"	"2022"	23	Not Applicable	Not Applicable
	"Haines Borough, AK"	"02100"	"2020"	"2020"	0	Not Applicable	Not Applicable
	"Haines Borough, AK"	"02100"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Haines Borough, AK"	"02100"	"2022 (provisional)"	"2022"	0	Not Applicable	Not Applicable
	"Hoonah-Angoon Census Area, AK"	"02105"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Hoonah-Angoon Census Area, AK"	"02105"	"2021"	"2021"	0	Not Applicable	Not Applicable
	"Hoonah-Angoon Census Area, AK"	"02105"	"2022 (provisional)"	"2022"	0	Not Applicable	Not Applicable
	"Juneau Borough, AK"	"02110"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Juneau Borough, AK"	"02110"	"2021"	"2021"	13	Not Applicable	Not Applicable
	"Juneau Borough, AK"	"02110"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Kenai Peninsula Borough, AK"	"02122"	"2020"	"2020"	18	Not Applicable	Not Applicable
	"Kenai Peninsula Borough, AK"	"02122"	"2021"	"2021"	69	Not Applicable	Not Applicable
	"Kenai Peninsula Borough, AK"	"02122"	"2022 (provisional)"	"2022"	16	Not Applicable	Not Applicable
	"Ketchikan Gateway Borough, AK"	"02130"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Ketchikan Gateway Borough, AK"	"02130"	"2021"	"2021"	16	Not Applicable	Not Applicable
	"Ketchikan Gateway Borough, AK"	"02130"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Kodiak Island Borough, AK"	"02150"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Kodiak Island Borough, AK"	"02150"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Kodiak Island Borough, AK"	"02150"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Lake and Peninsula Borough, AK"	"02164"	"2020"	"2020"	0	Not Applicable	Not Applicable
	"Lake and Peninsula Borough, AK"	"02164"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Lake and Peninsula Borough, AK"	"02164"	"2022 (provisional)"	"2022"	0	Not Applicable	Not Applicable
	"Matanuska-Susitna Borough, AK"	"02170"	"2020"	"2020"	33	Not Applicable	Not Applicable
	"Matanuska-Susitna Borough, AK"	"02170"	"2021"	"2021"	170	Not Applicable	Not Applicable
	"Matanuska-Susitna Borough, AK"	"02170"	"2022 (provisional)"	"2022"	42	Not Applicable	Not Applicable
	"Nome Census Area, AK"	"02180"	"2020"	"2020"	0	Not Applicable	Not Applicable
	"Nome Census Area, AK"	"02180"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Nome Census Area, AK"	"02180"	"2022 (provisional)"	"2022"	0	Not Applicable	Not Applicable
	"North Slope Borough, AK"	"02185"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"North Slope Borough, AK"	"02185"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"North Slope Borough, AK"	"02185"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Northwest Arctic Borough, AK"	"02188"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Northwest Arctic Borough, AK"	"02188"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Northwest Arctic Borough, AK"	"02188"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Petersburg Borough/Census Area, AK"	"02195"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Petersburg Borough/Census Area, AK"	"02195"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Petersburg Borough/Census Area, AK"	"02195"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Sitka Borough, AK"	"02220"	"2020"	"2020"	0	Not Applicable	Not Applicable
	"Sitka Borough, AK"	"02220"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Sitka Borough, AK"	"02220"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Skagway Municipality, AK"	"02230"	"2020"	"2020"	0	Not Applicable	Not Applicable
	"Skagway Municipality, AK"	"02230"	"2021"	"2021"	0	Not Applicable	Not Applicable
	"Skagway Municipality, AK"	"02230"	"2022 (provisional)"	"2022"	0	Not Applicable	Not Applicable
	"Southeast Fairbanks Census Area, AK"	"02240"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Southeast Fairbanks Census Area, AK"	"02240"	"2021"	"2021"	11	Not Applicable	Not Applicable
	"Southeast Fairbanks Census Area, AK"	"02240"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Valdez-Cordova Census Area, AK"	"02261"	"2020"	"2020"	0	Not Applicable	Not Applicable
	"Valdez-Cordova Census Area, AK"	"02261"	"2021"	"2021"	0	Not Applicable	Not Applicable
	"Valdez-Cordova Census Area, AK"	"02261"	"2022 (provisional)"	"2022"	0	Not Applicable	Not Applicable
	"Wade Hampton Census Area, AK"	"02270"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Wade Hampton Census Area, AK"	"02270"	"2021"	"2021"	10	Not Applicable	Not Applicable
	"Wade Hampton Census Area, AK"	"02270"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Wrangell City and Borough, AK"	"02275"	"2020"	"2020"	0	Not Applicable	Not Applicable
	"Wrangell City and Borough, AK"	"02275"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Wrangell City and Borough, AK"	"02275"	"2022 (provisional)"	"2022"	0	Not Applicable	Not Applicable
	"Yakutat Borough, AK"	"02282"	"2020"	"2020"	0	Not Applicable	Not Applicable
	"Yakutat Borough, AK"	"02282"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Yakutat Borough, AK"	"02282"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2020"	"2020"	Suppressed	Not Applicable	Not Applicable
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2021"	"2021"	Suppressed	Not Applicable	Not Applicable
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2022 (provisional)"	"2022"	Suppressed	Not Applicable	Not Applicable
	"Apache County, AZ"	"04001"	"2020"	"2020"	300	Not Applicable	Not Applicable
	"Apache County, AZ"	"04001"	"2021"	"2021"	271	Not Applicable	Not Applicable
	"Apache County, AZ"	"04001"	"2022 (provisional)"	"2022"	55	Not Applicable	Not Applicable
	"Cochise County, AZ"	"04003"	"2020"	"2020"	171	Not Applicable	Not Applicable
	"Cochise County, AZ"	"04003"	"2021"	"2021"	311	Not Applicable	Not Applicable
