"Notes"	"Residence Census Division"	"Residence Census Division Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Division 2: Middle Atlantic"	"CENS-D2"	"Sep., 2021 (provisional)"	"2021/09"	833	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"Oct., 2021 (provisional)"	"2021/10"	1254	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"Nov., 2021 (provisional)"	"2021/11"	1182	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"Dec., 2021 (provisional)"	"2021/12"	2013	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"Jan., 2022 (provisional)"	"2022/01"	2399	Not Applicable	Not Applicable
	"Division 2: Middle Atlantic"	"CENS-D2"	"Feb., 2022 (provisional)"	"2022/02"	924	Not Applicable	Not Applicable
"Total"	"Division 2: Middle Atlantic"	"CENS-D2"			24683	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Mar., 2020"	"2020/03"	106	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Apr., 2020"	"2020/04"	1191	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"May, 2020"	"2020/05"	1048	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Jun., 2020"	"2020/06"	426	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Jul., 2020"	"2020/07"	452	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Aug., 2020"	"2020/08"	557	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Sep., 2020"	"2020/09"	544	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Oct., 2020"	"2020/10"	1344	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Nov., 2020"	"2020/11"	3352	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Dec., 2020"	"2020/12"	4913	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Jan., 2021 (provisional)"	"2021/01"	2907	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Feb., 2021 (provisional)"	"2021/02"	1043	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Mar., 2021 (provisional)"	"2021/03"	516	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Apr., 2021 (provisional)"	"2021/04"	813	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"May, 2021 (provisional)"	"2021/05"	756	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Jun., 2021 (provisional)"	"2021/06"	336	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Jul., 2021 (provisional)"	"2021/07"	169	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Aug., 2021 (provisional)"	"2021/08"	753	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Sep., 2021 (provisional)"	"2021/09"	1741	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Oct., 2021 (provisional)"	"2021/10"	1759	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Nov., 2021 (provisional)"	"2021/11"	1951	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Dec., 2021 (provisional)"	"2021/12"	3567	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Jan., 2022 (provisional)"	"2022/01"	3703	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Feb., 2022 (provisional)"	"2022/02"	1614	Not Applicable	Not Applicable
"Total"	"Division 3: East North Central"	"CENS-D3"			35561	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Mar., 2020"	"2020/03"	22	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Apr., 2020"	"2020/04"	278	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"May, 2020"	"2020/05"	482	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Jun., 2020"	"2020/06"	226	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Jul., 2020"	"2020/07"	237	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Aug., 2020"	"2020/08"	338	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Sep., 2020"	"2020/09"	525	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Oct., 2020"	"2020/10"	948	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Nov., 2020"	"2020/11"	2309	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Dec., 2020"	"2020/12"	2108	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Jan., 2021 (provisional)"	"2021/01"	1156	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Feb., 2021 (provisional)"	"2021/02"	411	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Mar., 2021 (provisional)"	"2021/03"	194	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Apr., 2021 (provisional)"	"2021/04"	180	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"May, 2021 (provisional)"	"2021/05"	155	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Jun., 2021 (provisional)"	"2021/06"	144	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Jul., 2021 (provisional)"	"2021/07"	346	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Aug., 2021 (provisional)"	"2021/08"	652	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Sep., 2021 (provisional)"	"2021/09"	719	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Oct., 2021 (provisional)"	"2021/10"	707	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Nov., 2021 (provisional)"	"2021/11"	695	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Dec., 2021 (provisional)"	"2021/12"	994	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Jan., 2022 (provisional)"	"2022/01"	1363	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Feb., 2022 (provisional)"	"2022/02"	773	Not Applicable	Not Applicable
"Total"	"Division 4: West North Central"	"CENS-D4"			15962	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Mar., 2020"	"2020/03"	141	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Apr., 2020"	"2020/04"	1195	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"May, 2020"	"2020/05"	1103	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Jun., 2020"	"2020/06"	844	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Jul., 2020"	"2020/07"	2653	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Aug., 2020"	"2020/08"	3089	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Sep., 2020"	"2020/09"	1734	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Oct., 2020"	"2020/10"	1632	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Nov., 2020"	"2020/11"	2331	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Dec., 2020"	"2020/12"	4624	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Jan., 2021 (provisional)"	"2021/01"	6973	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Feb., 2021 (provisional)"	"2021/02"	3311	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Mar., 2021 (provisional)"	"2021/03"	1504	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Apr., 2021 (provisional)"	"2021/04"	1157	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"May, 2021 (provisional)"	"2021/05"	969	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Jun., 2021 (provisional)"	"2021/06"	524	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Jul., 2021 (provisional)"	"2021/07"	933	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Aug., 2021 (provisional)"	"2021/08"	6283	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Sep., 2021 (provisional)"	"2021/09"	7523	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Oct., 2021 (provisional)"	"2021/10"	3440	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Nov., 2021 (provisional)"	"2021/11"	1397	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Dec., 2021 (provisional)"	"2021/12"	1748	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Jan., 2022 (provisional)"	"2022/01"	4770	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Feb., 2022 (provisional)"	"2022/02"	3579	Not Applicable	Not Applicable
"Total"	"Division 5: South Atlantic"	"CENS-D5"			63457	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Mar., 2020"	"2020/03"	36	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Apr., 2020"	"2020/04"	249	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"May, 2020"	"2020/05"	325	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Jun., 2020"	"2020/06"	305	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Jul., 2020"	"2020/07"	731	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Aug., 2020"	"2020/08"	864	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Sep., 2020"	"2020/09"	614	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Oct., 2020"	"2020/10"	715	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Nov., 2020"	"2020/11"	1168	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Dec., 2020"	"2020/12"	2120	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Jan., 2021 (provisional)"	"2021/01"	2500	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Feb., 2021 (provisional)"	"2021/02"	1081	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Mar., 2021 (provisional)"	"2021/03"	476	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Apr., 2021 (provisional)"	"2021/04"	298	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"May, 2021 (provisional)"	"2021/05"	262	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Jun., 2021 (provisional)"	"2021/06"	189	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Jul., 2021 (provisional)"	"2021/07"	315	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Aug., 2021 (provisional)"	"2021/08"	2056	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Sep., 2021 (provisional)"	"2021/09"	2594	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Oct., 2021 (provisional)"	"2021/10"	1260	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Nov., 2021 (provisional)"	"2021/11"	475	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Dec., 2021 (provisional)"	"2021/12"	669	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Jan., 2022 (provisional)"	"2022/01"	1666	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"Feb., 2022 (provisional)"	"2022/02"	1527	Not Applicable	Not Applicable
"Total"	"Division 6: East South Central"	"CENS-D6"			22495	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Mar., 2020"	"2020/03"	108	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Apr., 2020"	"2020/04"	916	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"May, 2020"	"2020/05"	652	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Jun., 2020"	"2020/06"	631	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Jul., 2020"	"2020/07"	3010	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Aug., 2020"	"2020/08"	2580	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Sep., 2020"	"2020/09"	1303	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Oct., 2020"	"2020/10"	1635	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Nov., 2020"	"2020/11"	3085	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Dec., 2020"	"2020/12"	3645	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Jan., 2021 (provisional)"	"2021/01"	4318	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Feb., 2021 (provisional)"	"2021/02"	2068	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Mar., 2021 (provisional)"	"2021/03"	935	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Apr., 2021 (provisional)"	"2021/04"	491	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"May, 2021 (provisional)"	"2021/05"	435	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Jun., 2021 (provisional)"	"2021/06"	361	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Jul., 2021 (provisional)"	"2021/07"	763	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Aug., 2021 (provisional)"	"2021/08"	3727	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Sep., 2021 (provisional)"	"2021/09"	3539	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Oct., 2021 (provisional)"	"2021/10"	1639	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Nov., 2021 (provisional)"	"2021/11"	856	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Dec., 2021 (provisional)"	"2021/12"	1124	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Jan., 2022 (provisional)"	"2022/01"	2696	Not Applicable	Not Applicable
	"Division 7: West South Central"	"CENS-D7"	"Feb., 2022 (provisional)"	"2022/02"	2255	Not Applicable	Not Applicable
"Total"	"Division 7: West South Central"	"CENS-D7"			42772	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Mar., 2020"	"2020/03"	87	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Apr., 2020"	"2020/04"	536	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"May, 2020"	"2020/05"	382	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Jun., 2020"	"2020/06"	399	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Jul., 2020"	"2020/07"	794	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Aug., 2020"	"2020/08"	470	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Sep., 2020"	"2020/09"	240	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Oct., 2020"	"2020/10"	518	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Nov., 2020"	"2020/11"	1765	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Dec., 2020"	"2020/12"	3081	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Jan., 2021 (provisional)"	"2021/01"	2416	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Feb., 2021 (provisional)"	"2021/02"	837	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Mar., 2021 (provisional)"	"2021/03"	362	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Apr., 2021 (provisional)"	"2021/04"	268	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"May, 2021 (provisional)"	"2021/05"	316	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Jun., 2021 (provisional)"	"2021/06"	243	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Jul., 2021 (provisional)"	"2021/07"	305	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Aug., 2021 (provisional)"	"2021/08"	782	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Sep., 2021 (provisional)"	"2021/09"	1400	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Oct., 2021 (provisional)"	"2021/10"	1600	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Nov., 2021 (provisional)"	"2021/11"	1896	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Dec., 2021 (provisional)"	"2021/12"	1960	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Jan., 2022 (provisional)"	"2022/01"	1748	Not Applicable	Not Applicable
	"Division 8: Mountain"	"CENS-D8"	"Feb., 2022 (provisional)"	"2022/02"	1113	Not Applicable	Not Applicable
"Total"	"Division 8: Mountain"	"CENS-D8"			23518	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Mar., 2020"	"2020/03"	85	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Apr., 2020"	"2020/04"	317	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"May, 2020"	"2020/05"	359	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Jun., 2020"	"2020/06"	461	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Jul., 2020"	"2020/07"	1103	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Aug., 2020"	"2020/08"	1234	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Sep., 2020"	"2020/09"	683	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Oct., 2020"	"2020/10"	439	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Nov., 2020"	"2020/11"	836	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Dec., 2020"	"2020/12"	2906	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Jan., 2021 (provisional)"	"2021/01"	3708	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Feb., 2021 (provisional)"	"2021/02"	1562	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Mar., 2021 (provisional)"	"2021/03"	582	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Apr., 2021 (provisional)"	"2021/04"	338	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"May, 2021 (provisional)"	"2021/05"	342	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Jun., 2021 (provisional)"	"2021/06"	197	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Jul., 2021 (provisional)"	"2021/07"	320	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Aug., 2021 (provisional)"	"2021/08"	1587	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Sep., 2021 (provisional)"	"2021/09"	2591	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Oct., 2021 (provisional)"	"2021/10"	1709	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Nov., 2021 (provisional)"	"2021/11"	1340	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Dec., 2021 (provisional)"	"2021/12"	985	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Jan., 2022 (provisional)"	"2022/01"	1837	Not Applicable	Not Applicable
	"Division 9: Pacific"	"CENS-D9"	"Feb., 2022 (provisional)"	"2022/02"	1602	Not Applicable	Not Applicable
"Total"	"Division 9: Pacific"	"CENS-D9"			27123	Not Applicable	Not Applicable
"Total"					267963	Not Applicable	Not Applicable
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Month"
"Query Parameters:"
"Title: census_divison_medsmall_metro_monthly"
"Residence 2013 Urbanization: Medium Metro; Small Metro"
"UCD - ICD-10 Codes: U07.1 (COVID-19)"
"Year/Month: Mar., 2020; Apr., 2020; May, 2020; Jun., 2020; Jul., 2020; Aug., 2020; Sep., 2020; Oct., 2020; Nov., 2020; Dec.,"
"2020; 2021 (provisional); Jan., 2022 (provisional); Feb., 2022 (provisional)"
"Group By: Residence Census Division; Month"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information."
"---"
"Query Date: Dec 12, 2022 10:04:34 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Provisional Mortality on CDC WONDER Online Database. Data are from the final Multiple Cause of Death Files, 2018-2020,"
"and from provisional data for years 2021-2022, as compiled from data provided by the 57 vital statistics jurisdictions through"
"the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/mcd-icd10-provisional.html on Dec 12, 2022 10:04:34"
"AM"
"---"
Messages:
